"","NAME","BORO","ZIP","TEL","TYPE","GRADE","LON","LAT","ADDRESS"
"3488","CAFE K","BROOKLYN",11218,"7184381859","Other","A",-73.974797,40.6320858,"4110 18TH AVENUE, New York City"
"3489","BARFLY","MANHATTAN",10010,"2124739660","American","A",-73.9847137,40.7371804,"244 3 AVENUE, New York City"
"3490","SAVORY","MANHATTAN",10018,"2127576100","American","",-73.9834376,40.752269,"15 W 39TH ST, New York City"
"3491","NICK GARDEN COFFEE SHOP","BRONX",10458,"7183652277","Dessert","",-73.883476,40.8677423,"2953 WEBSTER AVENUE, New York City"
"3492","RABBITS","MANHATTAN",10012,"2122285141","Dessert","A",-74.002213,40.7271061,"142 SULLIVAN STREET, New York City"
"3493","PIZZA HUT","MANHATTAN",10121,"2126300320","QuickMeal","",-73.9921269,40.7507371,"2 PENN PLAZA, New York City"
"3494","NEW BEST WOK NO 1","BROOKLYN",11210,"7184349785","Chinese","",-73.9432643,40.6320522,"3411 AVENUE H, New York City"
"3495","JOHN & TONYS PIZZA","MANHATTAN",10065,"2123714965","Italian","",-73.9616128,40.7604259,"1097 1 AVENUE, New York City"
"3496","P.J. CHARLTON","MANHATTAN",10013,"2129249532","Italian","A",-74.0086152,40.7273321,"549 GREENWICH STREET, New York City"
"3497","GOTHAM PIZZA","MANHATTAN",10075,"2122888085","QuickMeal","",-73.9517018,40.7699934,"1443 YORK AVENUE, New York City"
"3498","GENUINE SUPERETTE","MANHATTAN",10013,"6467264633","American","",-73.9972183,40.7191377,"191 GRAND ST, New York City"
"3499","BROOKS 1890 RESTAURANT","QUEENS",11101,"7189371890","Italian","",-73.9441069,40.7462675,"2428 JACKSON AVENUE, New York City"
"3500","EMERALD FORTUNE","BROOKLYN",11223,"7187879517","Chinese","",-73.9785504,40.604762,"318 KINGS HWY, New York City"
"3501","CECI RESTAURANT","MANHATTAN",10040,"2125690555","European","C",-73.9266411,40.8636451,"78 SHERMAN AVENUE, New York City"
"3502","KFC","MANHATTAN",10025,"2126659430","American","A",-73.9682766,40.8013318,"2755 BROADWAY, New York City"
"3503","BOTANICA","BROOKLYN",11231,"3472250148","American","",-74.015478,40.67729,"220 CONOVER STREET, New York City"
"3504","CRISTINA DELI","QUEENS",11357,"7183576055","QuickMeal","",-73.9496776,40.8302655,"1237 150TH ST, New York City"
"3505","DOMINO'S","BROOKLYN",11209,"7187487879","QuickMeal","",-74.0296843,40.6188269,"9105 4 AVENUE, New York City"
"3506","ROCKAWAY PLAZA DELI","QUEENS",11434,"7185287675","American","A",-73.7768376,40.6633312,"16043 ROCKAWAY BOULEVARD, New York City"
"3507","THAI 101","BROOKLYN",11205,"7188558518","Asian","",-73.9675009,40.6930856,"448 MYRTLE AVENUE, New York City"
"3508","NEW JADE FLOWER OPEN KITCHEN","BROOKLYN",11214,"7184494088","Chinese","B",-73.9914339,40.590764,"2567 CROPSEY AVENUE, New York City"
"3509","SPICY LANKA","QUEENS",11432,"7184874499","Asian","",-73.8019883,40.708179,"15923 HILLSIDE AVE, New York City"
"3510","CENTRAL DINER","QUEENS",11430,"7187514756","American","",-73.7781391,40.6413111,"NKA JFK INTERNATIONAL AIRPORT, New York City"
"3511","T. K. KITCHEN","MANHATTAN",10003,"2129829782","Asian","",-73.9887127,40.7287968,"26 SAINT MARKS PLACE, New York City"
"3512","CHEF HO'S","MANHATTAN",10128,"2123489444","Chinese","A",-73.9498615,40.7799438,"1720 2 AVENUE, New York City"
"3513","SOHO CAFE & GRILL","BROOKLYN",11218,"7184368800","American","",-73.9778604,40.6436501,"215 CHURCH AVENUE, New York City"
"3514","ALEO","MANHATTAN",10011,"2126918136","Italian","B",-73.9917192,40.7402169,"7 WEST   20 STREET, New York City"
"3515","SUGARDADDY'S","QUEENS",11101,"7187069600","American","A",-73.9426222,40.7395023,"5107 27TH ST, New York City"
"3516","BONJOUR CREPES & WINE","MANHATTAN",10128,"2125344300","European","",-73.9522,40.784547,"1442 LEXINGTON AVE, New York City"
"3517","THAI ELEPHANT RESTAURANT","QUEENS",11105,"7182048827","Asian","",-73.9085175,40.7776319,"2109 31 STREET, New York City"
"3518","CAFE WHA","MANHATTAN",10012,"2122543706","American","A",-74.000671,40.7301929,"115 MACDOUGAL ST, New York City"
"3519","OLIVER'S ASTORIA","QUEENS",11103,"2128061476","American","A",-73.9464374,40.8321252,"3719 BROADWAY, New York City"
"3520","WONDERFUL ASIA RESTAURANT","BROOKLYN",11216,"9292343777","Chinese","A",-73.9445787,40.6855432,"352 TOMKINS AVE, New York City"
"3521","POPEYES LOUISIANA KITCHEN","BROOKLYN",11214,"7183731061","Chinese","",-73.9981629,40.6042457,"2010 86 STREET, New York City"
"3522","PAPA JOHN'S","QUEENS",11355,"7184637272","QuickMeal","",-73.8147136,40.7554138,"14714 45TH AVE, New York City"
"3523","NEW FU FAN RESTAURANT","QUEENS",11373,"7184247300","Chinese","",-73.880043,40.7415019,"8505 WHITNEY AVENUE, New York City"
"3524","EL NUEVO TENAMPA RESTAURANTE","BRONX",10458,"7182200600","Mexcian","",-73.8864839,40.8659677,"2765 WEBSTER AVE, New York City"
"3525","PRET A MANGER","MANHATTAN",10007,"2126082761","QuickMeal","Z",-74.0088438,40.715519,"125 CHAMBERS ST, New York City"
"3526","GIOVANNI'S","BRONX",10468,"7187333333","Italian","A",-73.9044242,40.8626469,"80 W FORDHAM RD, New York City"
"3527","CAFE SHIRIN","BROOKLYN",11219,"7185766633","Other","",-73.9959645,40.6306007,"5610 NEW UTRECHT AVE, New York City"
"3528","BAREBURGER","MANHATTAN",10003,"2125108610","QuickMeal","A",-73.9892807,40.7267931,"85 2 AVENUE, New York City"
"3529","EMERALD RESTAURANT","QUEENS",11374,"7182752045","Other","",-73.8602716,40.7289474,"9704 QUEENS BOULEVARD, New York City"
"3530","68 JAY STREET BAR","BROOKLYN",11201,"7182608207","American","B",-74.0104273,40.7181084,"68 JAY STREET, New York City"
"3531","59 CHINA","MANHATTAN",10038,"2127329250","Chinese","A",-74.0088627,40.7092384,"59 NASSAU ST, New York City"
"3532","ROAST","MANHATTAN",10029,"9173229287","Other","B",-73.948603,40.788559,"1569 LEXINGTON AVE, New York City"
"3533","BOWLMOR CHELSEA PIERS","MANHATTAN",10011,"2128352695","American","",-74.010057,40.7466449,"60 CHELSEA PIERS, New York City"
"3534","YUMMY TACO","QUEENS",11413,"7187123500","Mexcian","",-73.7424816,40.6770507,"22715 MERRICK BLVD, New York City"
"3535","GOOD RESTAURANT","MANHATTAN",10014,"2126918080","American","A",-74.0018114,40.7372741,"89 GREENWICH AVENUE, New York City"
"3536","SPIRO'S CAFE & PIZZA","BROOKLYN",11232,"7188405780","European","",-74.0043458,40.6547497,"942 4 AVENUE, New York City"
"3537","RENACER","QUEENS",11377,"7184762200","American","",-73.897354,40.743268,"6703 WOODSIDE AVE, New York City"
"3538","NIALL'S ON 52ND","MANHATTAN",10022,"2128884648","European","",-73.9690882,40.7565427,"218 EAST   52 STREET, New York City"
"3539","BILLY'S BAKERY","MANHATTAN",10013,"2126479958","QuickMeal","",-74.0044565,40.7176949,"75 FRANKLIN STREET, New York City"
"3540","TOP CHOICE JAMAICAN RESTAURANT","BRONX",10470,"7185197474","Mexcian","A",-73.8549059,40.8984499,"686 NEREID AVENUE, New York City"
"3541","GRAND CAFE","MANHATTAN",10003,"2128836789","American","A",-73.9761826,40.7543721,"230 PARK AVENUE, New York City"
"3542","EUROPA NIGHT CLUB","BROOKLYN",11222,"9178261119","American","",-73.9509798,40.7276629,"98104 MESEROLE AVENUE, New York City"
"3543","PARK ASIA RESTAURANT","BROOKLYN",11220,"7188331688","Chinese","",-73.9565486,40.7630557,"801 66TH ST, New York City"
"3544","UNIDENTIFIED FLYING CHICKEN","QUEENS",11372,"7182056662","Asian","A",-73.8940203,40.7464388,"7122 ROOSEVELT AVE, New York City"
"3545","BAMBOO LOUNGE & GRILL","BROOKLYN",11205,"9179929221","American","B",-73.9636219,40.6938743,"527 MYRTLE AVENUE, New York City"
"3546","MCGARRY'S","MANHATTAN",10001,"2128102115","American","",-73.9968647,40.7530594,"417 9 AVENUE, New York City"
"3547","MD KITCHEN","BROOKLYN",11230,"9177899556","Italian","",-73.9719813,40.7279529,"1012 EAST   15 STREET, New York City"
"3548","AVI PIZZA","QUEENS",11691,"7188684400","Other","",-73.75179,40.602498,"1858 CORNAGA AVENUE, New York City"
"3549","MADISON BAGEL AND GRILL","MANHATTAN",10038,"2126084696","American","A",-74.0003919,40.7117313,"5 MADISON ST, New York City"
"3550","NINA'S RESTAURANT PIZZERIA","BROOKLYN",11222,"7183898854","Italian","",-73.9413049,40.72235,"635 MEEKER AVE, New York City"
"3551","55 BAR","MANHATTAN",10014,"2129299883","American","Z",-74.0022552,40.733834,"55 CHRISTOPHER STREET, New York City"
"3552","B'KLYN'S PIZZA JOINT","BROOKLYN",11228,"7188371084","Italian","",-74.0116696,40.6123933,"1406 86 STREET, New York City"
"3553","OUR PLACE CHINA CHALET","MANHATTAN",10075,"2122884888","Chinese","",-73.9558144,40.7733804,"242 EAST   79 STREET, New York City"
"3554","QUEEN BAKERY II","MANHATTAN",10013,"2129650788","Chinese","A",-74.0006959,40.7174831,"139 CENTRE STREET, New York City"
"3555","UNO PIZZERIA AND GRILL","MANHATTAN",10024,"2125954700","Italian","A",-73.9749567,40.7833,"432 COLUMBUS AVENUE, New York City"
"3556","HOLIDAY INN EXPRESS","MANHATTAN",10036,"2125820692","Other","A",-73.9945856,40.7639535,"538 WEST 48TH STREET, New York City"
"3557","RICHMOND COUNTY COUNTRY CLUB - POOL SNACK BAR","STATEN ISLAND",10304,"7183510600","American","",-74.104656,40.58834,"135 FLAGG PLACE, New York City"
"3558","HO MAY RESTAURANT","BROOKLYN",11233,"7184434282","Chinese","B",-73.9170446,40.6831946,"638 DECATUR STREET, New York City"
"3559","AUNTIE ANNE'S PRETZELS","STATEN ISLAND",10314,"7186983360","QuickMeal","A",-74.1660553,40.5823983,"2655 RICHMOND AVE, New York City"
"3560","MANGO MANGO","MANHATTAN",10013,"6464227576","Dessert","A",-73.9980929,40.7153242,"63 BAYARD STREET, New York City"
"3561","LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES","BRONX",10453,"7187312608","Mexcian","A",-73.9044081,40.8520697,"2029 GRAND CONCOURSE, New York City"
"3562","LACE","MANHATTAN",10019,"2127646969","American","A",-73.9837271,40.7598528,"725 7 AVENUE, New York City"
"3563","PHO VIET","BROOKLYN",11232,"7186333358","Asian","",-73.9356831,40.8314596,"4317 8 AVENUE, New York City"
"3564","CAFE AU LEE","BROOKLYN",11211,"7183842379","Other","B",-73.955852,40.7022546,"193 LEE AVE, New York City"
"3565","BUFFALO BOSS","MANHATTAN",10027,"7189230800","Chinese","",-73.9430856,40.8070104,"17 W 125TH ST, New York City"
"3566","ZIBETTO ESPRESSO BAR","MANHATTAN",10020,"2123322648","Dessert","",-73.98222,40.7594099,"1221 AVENUE OF THE AMERICAS, New York City"
"3568","BLACK IRON BURGER","MANHATTAN",10018,"6464763116","QuickMeal","",-73.9902995,40.7543282,"245 W 38TH ST, New York City"
"3569","CHERRY TAVERN","MANHATTAN",10009,"2127771448","American","B",-73.9843122,40.7258174,"441 EAST    6 STREET, New York City"
"3570","AMURA JAPANESE RESTAURANT","MANHATTAN",10028,"2127721688","Asian","",-73.9541367,40.7749969,"1567 2ND AVE, New York City"
"3571","SUBWAY","BROOKLYN",11209,"7186806886","American","",-73.9728946,40.7644711,"7517 5 AVE, New York City"
"3572","INDIKITCH","MANHATTAN",10010,"6465907152","Asian","",-73.9904711,40.7421758,"25 W 23RD ST, New York City"
"3573","ROOM CAFE","QUEENS",11354,"7183537047","Asian","",-73.8316849,40.763579,"3530 FARRINGTON STREET, New York City"
"3574","WALLABOUT BAY SEAFOOD RESTAURANT & BAR","BROOKLYN",11205,"7189230100","Seafood","",-73.9708409,40.689389,"271 ADELPHI ST, New York City"
"3575","LOVING HUT","BROOKLYN",11211,"7183887567","Other","",-73.9412095,40.7125307,"76 BUSHWICK AVE, New York City"
"3576","SVETSARAH","QUEENS",11367,"7185207770","Other","",-73.8201663,40.7242166,"7327 MAIN ST, New York City"
"3577","GOLDEN HORSE RESTAURANT","BRONX",10453,"7183640594","Chinese","A",-73.9033847,40.8561516,"2185 MORRIS AVENUE, New York City"
"3578","18 BAKERY","BROOKLYN",11204,"7182595399","QuickMeal","A",-73.99258,40.617148,"6820 18 AVENUE, New York City"
"3579","LA BELLA PIZZA","STATEN ISLAND",10302,"7189815508","QuickMeal","B",-74.1374915,40.6258454,"1499 FOREST AVENUE, New York City"
"3580","DUNKIN' DONUTS","QUEENS",11418,"7184418006","QuickMeal","",-73.8360619,40.7072731,"11602 METROPOLITAN AVENUE, New York City"
"3581","GINO'S PASTRY SHOP","BRONX",10458,"7185843558","QuickMeal","",-73.8881714,40.8556633,"580 EAST  187 STREET, New York City"
"3582","LUIGIS PIZZERIA","BROOKLYN",11205,"7187832430","QuickMeal","B",-73.96537,40.689638,"326 DEKALB AVE, New York City"
"3583","M&J HONG KONG STYLE","QUEENS",11355,"7189398286","Chinese","C",-73.8153592,40.7397219,"6010 KISSENA BOULEVARD, New York City"
"3584","CURRY DREAM","MANHATTAN",10018,"2128104125","Asian","",-73.9852003,40.7526251,"66 WEST   39 STREET, New York City"
"3585","BRUSHSTROKE (30 HUDSON ST)","MANHATTAN",10013,"2127913771","Asian","A",-74.0090545,40.7168964,"162 DUANE STREET, New York City"
"3586","ASTORIA PIZZA FACTORY","QUEENS",11105,"7187269112","Italian","",-73.9019833,40.778376,"1946 37TH ST, New York City"
"3587","SAZON","MANHATTAN",10013,"2124061900","American","",-74.008493,40.715618,"105 READE STREET, New York City"
"3588","BIER INTERNATIONAL","MANHATTAN",10026,"2122800944","American","B",-73.9569514,40.8028064,"2099 8 AVENUE, New York City"
"3589","JOE ALLEN RESTAURANT","MANHATTAN",10036,"2125816464","American","A",-73.9891182,40.760057,"326 WEST   46 STREET, New York City"
"3590","PIZZA PARK","MANHATTAN",10065,"2128796444","QuickMeal","A",-73.9587446,40.7644629,"1233 FIRST AVENUE, New York City"
"3591","GIRELLO","MANHATTAN",10013,"2129410109","Italian","A",-74.007032,40.7196857,"16 NORTH MOORE STREET, New York City"
"3592","VAMOS","MANHATTAN",10010,"2123587800","Mexcian","",-73.9793327,40.7350122,"348 1 AVENUE, New York City"
"3593","MASHALLAH SWEETS AND RESTAURANT","BROOKLYN",11218,"7182870093","Other","",-73.969049,40.6412431,"663 CONEY ISLAND AVENUE, New York City"
"3594","FRANKS PIZZA AND PASTA","BRONX",10467,"7186549947","Italian","Z",-73.8625915,40.8833377,"3770 WHITE PLAINS RD, New York City"
"3595","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BROOKLYN",11234,"7185312828","Mexcian","",-73.9191268,40.6303261,"1936 RALPH AVENUE, New York City"
"3596","GOTTINO","MANHATTAN",10011,"2126332590","Italian","",-74.000399,40.7357857,"52 GREENWICH AVENUE, New York City"
"3597","IL BARETTO","MANHATTAN",10019,"2127572270","Italian","",-73.9931718,40.7674645,"750 11 AVENUE, New York City"
"3598","LA VIENESA SPANISH BAKERY","QUEENS",11104,"7187862924","QuickMeal","",-73.9246363,40.7435423,"3944 QUEENS BOULEVARD, New York City"
"3599","SUBWAY","MANHATTAN",10031,"6465481210","QuickMeal","",-73.9535463,40.8226562,"3419 BROADWAY, New York City"
"3600","HONG KONG RESTAURANT","QUEENS",11418,"7188463300","Chinese","",-73.8432665,40.695381,"10259 JAMAICA AVENUE, New York City"
"3601","SO GO CAFE","MANHATTAN",10002,"3473236633","Chinese","A",-73.9922266,40.7161762,"37B ALLEN STREET, New York City"
"3602","INDEPENDENCE CAFE","QUEENS",11421,"7188052505","American","",-73.8506394,40.6939947,"9416 JAMAICA AVENUE, New York City"
"3603","TWIN DRAGONS ASIAN CUISINE","STATEN ISLAND",10301,"7187206568","Chinese","",-74.0767216,40.6442062,"54 RICHMOND TER, New York City"
"3604","J & C SEAFOOD","QUEENS",11412,"7184546247","Seafood","A",-73.764287,40.700352,"11210 FARMERS BOULEVARD, New York City"
"3605","LA GLORIA","QUEENS",11372,"9548688674","American","",-73.881107,40.756273,"86-13 NORTHERN BOULEVARD, New York City"
"3606","THE SHANTI SHACK","BROOKLYN",11249,"9179693778","Dessert","",-73.9624474,40.7172774,"85 NORTH    3 STREET, New York City"
"3607","BAGEL BOSS","MANHATTAN",10016,"6463681880","Other","",-73.9773184,40.7472539,"544 3RD AVE, New York City"
"3608","WOK TO WALK","MANHATTAN",10003,"6469187006","Asian","",-73.9891267,40.736309,"42 UNION SQ E, New York City"
"3609","LA PERLA DEL ULUA RESTAURANT","BROOKLYN",11237,"7183669407","American","B",-73.9279242,40.7038096,"354 MELROSE STREET, New York City"
"3610","EUROPA CAFE","MANHATTAN",10022,"2127549774","QuickMeal","A",-73.9737512,40.7597847,"515 MADISON AVENUE, New York City"
"3611","LCLE BAR","QUEENS",11355,"3475513773","Chinese","",-73.8289724,40.7588608,"13617 41ST AVE, New York City"
"3612","ARIS POLLOS A LA BRASA","BROOKLYN",11221,"7183819400","European","",-73.9107435,40.6947377,"691 KNICKERBOCKER AVENUE, New York City"
"3613","CHAVELA'S","BROOKLYN",11238,"7184843386","Mexcian","",-73.9572251,40.6734764,"736 FRANKLIN AVENUE, New York City"
"3614","FRAMES BOWLING LOUNGE","MANHATTAN",10018,"2122686909","American","",-73.990494,40.7569545,"625 8 AVENUE, New York City"
"3615","NORTHERN MANOR","QUEENS",11362,"7182811500","Chinese","B",-73.7370033,40.76946,"25113 NORTHERN BLVD, New York City"
"3616","ECUATORIANA RESTAURANT","MANHATTAN",10031,"2124914626","American","",-73.9562286,40.8134256,"16851687 AMSTERDAM AVENUE, New York City"
"3617","YASHIN","BROOKLYN",11215,"7187886789","Asian","",-73.9834815,40.749305,"381 5TH AVE, New York City"
"3618","BLACK IRON BURGER","MANHATTAN",10009,"2126776067","American","",-73.9827727,40.7239594,"540 E. 5TH STREET, New York City"
"3619","DIG INN","MANHATTAN",10016,"2126977867","American","A",-73.9799875,40.7512258,"275 MADISON AVENUE, New York City"
"3620","WEBSTER HALL","MANHATTAN",10003,"2123531600","American","",-73.9891064,40.7317694,"125 EAST   11 STREET, New York City"
"3621","ANN & TONY'S RESTAURANT","BRONX",10458,"7189331469","Italian","A",-73.8875667,40.8558441,"2407 ARTHUR AVENUE, New York City"
"3622","FRATELLI PIZZA","QUEENS",11358,"7183587188","QuickMeal","",-73.8040263,40.7615859,"4036 162 STREET, New York City"
"3623","PIAXTLA ES MEXICO DELI","BROOKLYN",11220,"7186334816","Mexcian","",-73.9916875,40.7657426,"505 51 STREET, New York City"
"3624","CAFE LALO","MANHATTAN",10024,"2124966031","Dessert","C",-73.9767266,40.7859812,"201 WEST   83 STREET, New York City"
"3625","STARBUCKS","MANHATTAN",10036,"2127048937","Dessert","A",-73.9862475,40.7586115,"1535 BROADWAY, New York City"
"3626","GRAND HYATT NEW YORK HOTEL","MANHATTAN",10017,"6462136774","American","",-73.7788664,40.7207913,"0 @ GRAND CENTRAL, New York City"
"3627","SHADY LADY","QUEENS",11103,"7184409081","Other","A",-73.9181399,40.765619,"3419 30 AVENUE, New York City"
"3628","CHICKEN LOVERS RESTAURANT","QUEENS",11361,"7182258482","Chinese","",-73.7671639,40.7605537,"21509 NORTHERN BOULEVARD, New York City"
"3629","TORTARIA","MANHATTAN",10003,"2127761830","Mexcian","A",-73.9930429,40.7338793,"94 UNIVERSITY PLACE, New York City"
"3630","BEAN SQUARE","QUEENS",11361,"7184238083","Dessert","A",-73.772501,40.7597909,"21021 NORTHERN BLVD, New York City"
"3631","SPICY LANKA","QUEENS",11432,"7184874499","Asian","",-73.8019883,40.708179,"15923 HILLSIDE AVE, New York City"
"3632","PIZ-ZETTA","BROOKLYN",11201,"7184227878","QuickMeal","A",-73.9906483,40.6911821,"90 LIVINGSTON STREET, New York City"
"3633","DUNKIN' DONUTS","QUEENS",11414,"7183232892","QuickMeal","",-73.85196,40.6666906,"8209 153 AVENUE, New York City"
"3634","KAM KITCHEN","QUEENS",11419,"7182914431","Chinese","",-73.8121182,40.691763,"13417 LIBERTY AVE, New York City"
"3635","SCORES","MANHATTAN",10001,"2128684900","American","",-74.0035488,40.7513029,"536 WEST 28 STREET, New York City"
"3636","CARITA FELIZ","BROOKLYN",11237,"3475129551","Dessert","",-73.9212336,40.7008847,"218 STOCKHOLM ST, New York City"
"3637","POPEYES LOUISIANA KITCHEN","BROOKLYN",11201,"7184220835","Chinese","",-73.9917527,40.6914494,"80 COURT STREET, New York City"
"3638","POPEYES","QUEENS",11419,"7183222127","Chinese","A",-73.8238828,40.6860114,"10413 LEFFERTS BOULEVARD, New York City"
"3639","TOUS LES JOURS","QUEENS",11354,"7187626557","QuickMeal","",-73.8271193,40.7608339,"3902 UNION ST, New York City"
"3640","ANELLA","BROOKLYN",11222,"7183898100","Italian","A",-74.0101806,40.7194417,"222 FRANKLIN STREET, New York City"
"3641","IL VINO CITY WINE BAR","MANHATTAN",10128,"2124260919","Italian","",-73.9497374,40.7801627,"1728 2 AVENUE, New York City"
"3642","CHIPOTLE MEXICAN GRILL","MANHATTAN",10019,"2127574312","Mexcian","A",-73.9852664,40.7630794,"854 8 AVENUE, New York City"
"3643","BEST WESTERN HOTEL HOSPITALITY HOUSE","MANHATTAN",10017,"2127538781","American","A",-73.972121,40.7559966,"145 EAST   49 STREET, New York City"
"3644","BENITO ONE","MANHATTAN",10013,"2122269171","Italian","",-73.9967865,40.7199065,"174 MULBERRY STREET, New York City"
"3645","SHAMAS DELI","MANHATTAN",10018,"2123022296","American","A",-73.9884541,40.753123,"150 WEST   38 STREET, New York City"
