NAME,GRADE,ADDRESS,ZIPCODE,RATING,PRICE,LAT,LON,CUISINE,TAG,TEL
HOT BIALYS & BAGELS,A,QUEENS BOULEVARD,11375,4,$,40.71575153,-73.83239082,QuickMeal,bagel cheese sandwich breakfast cream service,17185440900
MY HOUSE,A,SHEEPSHEAD BAY RD,11235,3.5,$,40.586561,-73.952798,American,burger fried hookah eat pretty friendly,17189340400
ELENA'S DINER,,AVENUE X,11223,4,$,40.59036834,-73.97143566,American,diner breakfast friendly love super fried,17186459005
FLAM'S CUISINE & CATERING,A,JAMAICA AVE,11428,4.5,,40.7174,-73.74057,Latin,spot appetizingaffordable awhile barber carved cheese,17187402500
PRINCESOS NY,A,SAINT NICHOLAS AVE,10033,1,,40.85185,-73.93146,QuickMeal,NA,16464209869
CITY CAFE,,WEST   43 STREET,10036,3,$,40.75507,-73.98199,Other,sandwich salad price bagel breakfast cafe,12127640444
SERGIMMO SALUMERIA,A,9 AVENUE,10018,4,$$,40.754296,-73.995498,European,sandwich chicken salad panini fresh mozzarella,12129674212
ANDELLAS PIZZERIA,A,ARTHUR KILL RD,10312,3.5,$$,40.566001,-74.183064,Pizza,service table dining party horrible manager,17182271044
DUNKIN' DONUTS,A,4 AVENUE,11209,3.5,$,40.6218827,-74.028924,QuickMeal,donuts dunkin coffee dd night people,17182383300
PRONTO PIZZA,A,28 AVENUE,11103,4.5,$$,40.76346,-73.90886,Pizza,pizza chicken eat service stars told,17182744416
LAVAGNA,A,EAST    5 STREET,10009,4,$$$,40.72406,-73.98226,European,delicious friendly pizza wine enjoyed pasta,12129791005
MCDONALD'S,A,GARRISON AVENUE,10474,1,$,40.81695971,-73.89253154,QuickMeal,mcdonalds xai eat wait service worst,17186170329
SOCIAL,A,8 AVENUE,10019,3.5,$$,40.76127,-73.98708,American,bar drinks friendly service beer night,12124590643
GREENWOOD PARK,A,7 AVENUE,11215,3.5,$$,40.659353,-73.987894,American,beer cash bar friendly outdoor space,17184997999
GREAT 8 RESTAURANT,A,8TH AVE,11220,3,$,40.6360207,-74.0093384,Asian,pho roll dish love taste noodles,17184928916
SHERDOR RESTAURANT,Z,AVENUE U,11229,4,$$,40.5995599,-73.95206,European,kebab service uzbek friendly meat recommend,17189348888
LE PAIN QUOTIDIEN,A,RIVER TERRACE,10282,3,$$,40.71551312,-74.01636243,American,pastries service avocado table salad spot,12122272300
SOBA NOODLE AZUMA,A,W 55TH ST,10019,4,$$,40.76526,-73.9832,Asian,soba noodles portion udon cold lunch,19172620540
JACKSON DINER INDIAN CUISINE,A,74 STREET,11372,3.5,$$,40.7477755,-73.8915002,Asian,indian buffet dish chicken lunch naan,17186721232
NAIDRE'S,A,7 AVENUE,11215,3.5,$$,40.665391,-73.9830214,American,naidres sandwich vegan breakfast cafe coffee,17189657585
ARIS POLLOS A LA BRASA,Z,KNICKERBOCKER AVENUE,11221,4,$,40.69464,-73.9108,Latin,chicken rice beans ive perfect amazing,17183819400
MANI IN PASTA,B,E 37TH ST,10016,4,$,40.74985,-73.98229,European,slice pizza fresh delivery bad bit,16468705851
THE COSMOPOLITAN CLUB,A,EAST   66 STREET,10065,4.5,$$$,40.7666416,-73.9654205,American,club xathe cosmopolitan women enjoyed floor,12127345950
GREEN GARDEN,A,154TH ST,11357,3.5,$,40.7779804,-73.8093087,Chinese,chinese chicken fried rice egg review,17184451215
TROYKA/DA MIKELLE PALACE/MIKELLE CORNER/SUSHI & STEAK HOUSE,,QUEENS BOULEVARD,11375,3,$$,40.725399,-73.850235,Other,service catering salad kebab music night,17188300500
GEORGINA RESTAURANT,A,EAST 163 STREET,10459,5,,40.82114,-73.89313,Latin,delicious fresh highly recommend addition bar,17183286257
THE TULCINGO AZTECA,B,10 AVENUE,10034,3.5,$$,40.864081,-73.9189911,Latin,tacos guacamole mexican authentic delicious eat,12125676028
BAR TOTO,A,11 STREET,11215,3.5,$$,40.6669,-73.984672,European,bar table service toto friendly pizza,17187684698
FLAMING GRILL & SUPREME BUFFET,,FOREST AVE,10302,3,$$,40.6244187,-74.1386512,Chinese,buffet fried eat hibachi chicken chinese,17184476888
EL NUEVO DELICIOSO RESTAURANT,A,EAST  148 STREET,10455,3.5,$$,40.81495,-73.91749,European,beans chicken mondongo rice cooked delicious,17184027900
HALAL COFFEE SHOP RESTAURANT,A,SHERMAN AVENUE,10456,5,,40.8324,-73.91639,Other,lamb die mood price reason succulent,17184108202
NHA TRANG RESTAURANT,,BAXTER STREET,10013,3.5,$,40.71671,-73.9995299,Asian,pho roll vietnamese broth trang beef,12122335948
RARE BAR  AND  GRILL,A,WEST   26 STREET,10001,3.5,$$,40.74564,-73.99365,American,service chicken night nice quick favorite,12128077273
NEW DRAGON RESTAURANT,A,N OXFORD ST,11205,3,,40.69643,-73.97533,Chinese,chinese avenue eat parking days feel,17188340881
JING XIN RESTAURANT,A,OGDEN AVENUE,10452,1,,40.833663,-73.929255,Chinese,chicken eat disgusting absolutely attempt bad,17185881688
GROUND-CENTRAL,Z,2ND AVE,10017,4.5,$,40.75014,-73.97176,Coffee,coffee latte chai drinks love central,16464845697
SABOR LATINO RESTAURANT,,40 ROAD,11373,3.5,$$,40.7486756,-73.8698315,Latin,service love table bottle nice party,17184573966
GATO,A,LAFAYETTE ST,10012,4,$$$,40.7255312,-73.9951947,European,nice delicious dinner gato bar bobby,12123346400
JUICEMINE,A,MINTHORNE ST,10301,4.5,,40.6375095,-74.0755644,Drink&Sweets,gym person train session mine told,19173979394
BAGEL BELLY,A,3RD AVE,10003,3,$,40.733074,-73.987693,QuickMeal,bagel cheese cream ive gf juice,12123532299
LE MARAIS,A,WEST   46 STREET,10036,3,$$$,40.758,-73.98429,Other,steak service kosher told amazing dinner,12128690900
RELISH CATERERS,A,3RD AVE,10451,2.5,,40.757627,-73.96785,American,taste cheese party plate catering relish,12122281672
PREMIUM SWEETS & RESTAURANT,,73 STREET,11372,2.5,$,40.748407,-73.893013,Asian,bengali curry sweet dish items service,17186725000
AJISEN RAMEN,C,WEST   28 STREET,10001,3.5,$$,40.74661,-73.9921,Asian,ramen bowl ajisen pork service chicken,16466380888
LA CHULA,A,E 116TH ST,10029,4,$$,40.79882,-73.94168,Latin,tacos pastor al chips happy margarita,16465903975
GREENWICH VILLAGE COMEDY CLUB,,MACDOUGAL STREET,10012,3,$$,40.729631,-74.00103,American,comedy comedians club funny drinks comics,12127775233
MANHATTAN ESPRESSO,A,EAST   49 STREET,10017,4,$,40.755742,-73.972088,Coffee,coffee espresso chocolate hot drinks pastries,12128323010
POLOSUD,A,MOTT ST,10013,5,$,40.71993,-73.99584,Drink&Sweets,gelato flavor amazing chocolate italy polosud,16464766172
MADISON'S PIZZERIA,A,WOODWARD AVENUE,11385,3.5,$,40.7039914,-73.9038706,Pizza,pizza taste cheese ridgewood slice pie,17188318555
MADERA CUBAN GRILL,A,VERNON BOULEVARD,11101,3.5,$$,40.7445573,-73.9531438,Latin,service cuban love empanadas nice delicious,17186061236
LITTLE COLLINS,A,LEXINGTON AVENUE,10022,4.5,$$,40.759912,-73.96964,Other,coffee toast avocado delicious space brunch,12123081969
TONGKATSU,A,RIVINGTON ST,10002,4.5,$$,40.7193261,-73.9865153,Asian,fried katsu curry chicken pork pickles,12122543246
DOMINO'S,A,RALPH AVENUE,11236,1.5,$$,40.633312,-73.919273,Pizza,called pizza delivery delivered minutes mins,17187637007
JOEY'S PIZZERIA,A,GRAND AVENUE,11378,3.5,$,40.726213,-73.895178,Pizza,pizza slice called chicken crust sauce,17187795880
WENDY'S,A,BROADWAY,10012,3,$,40.72667,-73.99529,American,wendys fast clean eat bacon seating,12126745404
DUNKIN' DONUTS,A,EAST  233 STREET,10466,1,$,40.89053,-73.8492,QuickMeal,donuts service tea da dunkin ice,17182311132
NEW GOLDEN FRIED DUMPLING,A,DUFFIELD STREET,11201,3.5,$,40.6925118,-73.98436971,Chinese,dumplings pork fried cheap pancakes buns,17185222836
SAM'S PLACE,A,EAST   39 STREET,10016,4,$$,40.74927088,-73.97708274,European,pasta table chicken sauce service bread,12125996360
ATOMIC WINGS,B,1ST AVE,10009,3,$$,40.72948,-73.98372,American,wings bowl super called busy delivered,12127749464
Brooklyn Wing House,A,UNION ST,11225,3.5,$$,40.66888,-73.95084,American,wings fried chicken sauce empanadas brooklyn,17182594647
ZEBRA LOUNGE,A,38 AVENUE,11354,4,$$,40.76114,-73.8303,Chinese,drinks 的 friendly karaoke hour bar,17188867366
BROADWAY CHINESE SEAFOOD,A,BROADWAY,11373,2.5,$$,40.74093,-73.87931,Chinese,dim sum pork table chopped chinese,17186990688
BURGER KING,A,HILLSIDE AVENUE,11427,2,$,40.728076,-73.747439,QuickMeal,burger king manager service chicken menu,17187765954
LIGHTHOUSE OUTPOST,A,MULBERRY ST,10012,5,$$,40.722892,-73.99617,American,lunch pita duck fresh spot friendly,16469129422
CAFE GOURMAND,A,LINCOLN AVENUE,10306,3.5,$$,40.57193,-74.095222,European,music party nice service family singer,17183517575
L'INDUSTRIE PIZZERIA,A,S 2ND ST,11211,5,$,40.71162,-73.95783,Pizza,pizza slice crust cheese perfect lindustrie,17185990002
CHRIS RESTAURANT,A,LIBERTY AVE,11419,3,$,40.686,-73.82725,European,rice beans bland pernil recommend yellow,17185293449
CHEZ ALEX,A,RALPH AVE,11221,4,$,40.68753,-73.9237799,Coffee,vegan sandwich coffee cake chocolate options,17184844077
DUNKIN' DONUTS,A,SHORE PARKWAY,11234,3,,40.6320907,-73.8842264,QuickMeal,convenient belt coffee relieved stop almond,17182583241
BIG DADDY'S DINER,,PARK AVENUE SOUTH,10003,3.5,$$,40.737912,-73.9878459,American,tots friendly diner wasnt daddys pancakes,12124771500
TAQUERIA SANTA FE,A,47TH AVE,11377,4,$,40.740766,-73.917876,Latin,tacos chicken delicious flavor ive meat,17182699946
Golden Eagle Diner,B,WILLIAMSBRIDGE RD,10461,3.5,$,40.8556519,-73.8556595,American,diner service fried cream delicious eat,13478515318
DUNKIN' DONUTS,A,AVENUE X,11235,2.5,$,40.59354633,-73.94048609,Other,coffee donuts sugar employees water bacon,17187436555
DUNKIN' DONUTS,A,ROOSEVELT AVENUE,11372,3.5,$,40.748194,-73.877083,QuickMeal,dd service coffee donuts filling drinks,17188998484
HONG KONG BOY RESTAURANT,A,8TH AVE,11220,3,$,40.63420118,-74.01075795,Chinese,dish duck pork chicken family taste,17186301289
KIMCHEE KOREAN RESTAURANT,A,3 AVENUE,11209,3.5,$$,40.618129,-74.033546,Asian,korean wings friendly stew chicken dish,17185675741
La Dinastia Latin-Chinese Cuisine,Z,W 72ND ST,10023,3.5,$$,40.77833,-73.98022,Other,rice chicken fried chinese delicious nice,12123623801
NONA'S PIZZA,A,RIVERDALE AVE,10471,4,$,40.91016,-73.90285,Pizza,pizza slice home nyc riverdale delicious,17188844404
LLOYD & JAY'S KOSHER DELI,A,AVENUE U,11229,4,$$,40.60006,-73.94417,Other,pastrami deli sandwich delicious friendly pickles,17188915298
KAWA SUSHI 8 AVENUE,A,8 AVENUE,10014,3.5,$$,40.73772,-74.00437,Asian,sushi roll salad price ice salmon,12123666888
BUBBA'S BISTRO,A,DITMARS BLVD,11105,4,$$,40.77583231,-73.91008791,Latin,fish sandwich service fried burger delicious,17187282227
RIO GRANDE BBQ,A,BROADWAY,11103,3.5,$$,40.759494,-73.92046541,Latin,brazilian buffet meat salad friendly served,13478320112
IMPERIAL PALACE,B,37 AVENUE,11354,3.5,$$,40.76041,-73.83262,Chinese,dish crab east dinner fish family,17183580888
COLUMBUS CITIZENS FOUNDATION,A,EAST   69 STREET,10021,5,,40.76997757,-73.96782684,European,chicken italian decor inviting venue beautiful,12122499923
DOMINO'S,A,EAST TREMONT AVENUE,10460,1.5,$$,40.84209,-73.88354,Pizza,called store dominos hour service delivery,17185424993
TURNPIKE CAFE,,UNION TPKE,11366,4,$$,40.728998,-73.781371,Other,service cafe customer manager turnpike amazing,19173005196
YAMADA CHIKARA NEW YORK,A,E 49TH ST,10017,4.5,$$$$,40.75465,-73.96934,Asian,kushiage japanese chef served menu skewers,16469520364
KATIE O'S,A,E NEW YORK AVE,11225,3.5,$$,40.661591,-73.947651,American,cheese mac roll chicken called banana,17187737685
HONG KONG HOUSE,A,STEINWAY ST,11105,3,$,40.77063,-73.9082899,Chinese,chicken sauce chinese delivery ive rice,17187777659
DYCKMAN PALACE PIZZA,A,DYCKMAN STREET,10040,4.5,$,40.86298187,-73.92563939,Pizza,pizza slice cheese dyckman crust love,12125679588
BILL'S BAR & BURGER ROCKEFELLER CENTER,A,ROCKEFELLER CENTER,10111,3.5,$$,40.75928956,-73.97753477,American,burger fried recommend nice onion service,12127058510
LAS TAPAS,,W 187TH ST,10033,3.5,$$,40.8551227,-73.9373564,Latin,xathe friendly night tapas rice sangria,16465900142
NEW MING LIANG KITCHEN,A,E GUN HILL RD,10467,3.5,$,40.87994,-73.87646,Chinese,chinese delivery ive lot chicken crab,17185470778
THINK SWEET CAFE,A,KINGS HIGHWAY,11223,4.5,$,40.60441,-73.96928,Other,sandwich moti owner egg love amazing,17186453473
NEW TAQUERIA PUEBLA,B,CASTLETON AVE,10310,4,$,40.634014,-74.1256406,Latin,tacos mexican delicious quesadilla authentic salsa,17187201447
PHO MEKONG,Z,NORTHERN BOULEVARD,11354,3,$,40.76317643,-73.80889068,Asian,beef pho noodles rice cubes roll,17188862070
SUBWAY/NATHAN'S FAMOUS,A,SPRINGFIELD BLVD,11364,2,$,40.7485756,-73.7562391,American,subway nathans workers sandwich cheese im,17182291118
NO. 1 CHINESE KITCHEN,A,PORT RICHMOND AVE,10302,3,$,40.636032,-74.134452,Chinese,chinese delivery chicken price amazing bad,17188161836
VIP COFFEE,A,BAY PARKWAY,11204,3.5,,40.61255,-73.98323,QuickMeal,coffee ate buns bakery chinese friendly,17188378388
NARUTO RAMEN,A,BROADWAY,10025,4,$$,40.7968567,-73.9698717,Asian,ramen naruto chicken dish bowl flavor,12122220229
EMPIRE GARDEN,A,COLUMBUS AVE,10025,2,$,40.79857363,-73.96218642,Chinese,delivery chicken called empire fried service,12122227788
JING FONG RESTAURANT,A,ELIZABETH STREET,10013,3.5,$$,40.71595524,-73.99718311,Chinese,dim sum table carte fong jing,12129645256
HILL CAFE,A,PUTNAM AVENUE,11238,4,$$,40.68277807,-73.9621102,European,brunch service egg slow table minutes,17182303471
GALLERIA PIZZA,,101ST AVE,11416,4,$$,40.68432,-73.845008,Pizza,pizza slice knots garlic spinach zeppoles,17188453973
CUSP,A,7TH AVE,11215,4,$,40.66715567,-73.98131027,Coffee,crepe coffee friendly breakfast latte spot,17187882980
COCK'S BAJAN RESTAURANT,,NOSTRAND AVENUE,11216,3.5,$$,40.67115,-73.95068,Latin,fish bajan flying coucou goat chicken,17187718933
MAPLE THAI EATERY,Not Yet Graded,36TH AVE,11106,4,$$,40.7544594,-73.9257584,Asian,chicken service night nice favorite delicious,17187070407
CARIBBEAN HUT,A,ELTON AVENUE,10455,3,$$,40.81823792,-73.91507711,Latin,rice cabbage eat lady caribbean chicken,13475909557
MARIACHI TACO,A,FULTON STREET,11208,3.5,$,40.68428,-73.86913,Other,tacos chicken cheap grilled mariachi taste,17182358880
CONRAD NEW YORK MAIN KITCHEN,A,NORTH END AVENUE,10282,4,$$$,40.7149956,-74.01573,American,hotel stay conrad shower nice service,12129450100
ARTICHOKE BASILLE'S PIZZA,Z,31ST ST,11105,3.5,$,40.7751406,-73.9124042,Pizza,slice artichoke pizza crust taste amazing,17182158100
MYRTLE THAI RESTAURANT,A,MYRTLE AVENUE,11205,3.5,$$,40.69308,-73.96814,Asian,thai pad lunch chicken friendly ive,17184221142
B BO SING BAKERY,A,BAY PARKWAY,11204,3.5,$,40.612728,-73.982178,QuickMeal,buns bakery coffee tea milk breakfast,17186212722
BLACKBIRD'S,A,30 AVENUE,11103,4,$$,40.76341,-73.91335,American,wings bartender drinks friendly chairs bar,17189436899
FRANK PIZZERIA,B,FULTON ST,11208,3,,40.68415992,-73.87083013,Pizza,amazing called delivery ive tacos barking,13474350000
YAKITORI SUN-CHAN,A,BROADWAY,10025,3.5,$$,40.7995,-73.9686399,Asian,rice don sushi service japanese dish,12127495008
DUNKIN' DONUTS,A,CONEY ISLAND AVENUE,11223,2.5,$,40.597843,-73.960762,QuickMeal,coffee cheese cream times workers bagel,17183763590
PETER LUGER STEAKHOUSE,A,BROADWAY,11211,4,$$$$,40.709945,-73.962478,Other,steak reservation bacon called luger peter,17183877400
GONG CHA,A,LAWRENCE ST,11201,4,$,40.691482,-73.986487,Drink&Sweets,tea drinks bubble milk cha gong,19179091207
ELYON RESTAURANT,Z,JAMAICA AVE,11428,3.5,$,40.71607,-73.74636,Latin,haitian eat fried service visit wait,17182171244
MI ARMADILLO GRANDE,A,CASTLETON AVE,10302,4.5,,40.63607964,-74.1353181,Latin,xai island staten al amazing amount,13478617245
BAJEKO SEKUWA,C,QUEENS BLVD,11104,4,$,40.7431256,-73.9209581,Asian,chicken sekuwa dish momo xa friendly,13478088100
ORIENTAL PLAZA,A,RICHMOND AVENUE,10314,3.5,$$,40.603032,-74.162377,Chinese,roll party chinese chicken egg wait,17187618668
SUSHI BENTO,A,RICHMOND AVENUE,10314,3.5,$,40.58127098,-74.16592768,Asian,roll sushi bento friendly teriyaki mall,17184770176
OAXACA TAQUERIA,A,HALSEY ST,11233,3.5,$,40.683345,-73.934967,Latin,tacos cashier shrimp super close pretty,17184433301
TAQUERIA LOS JARRITOS,Z,NAGLE AVE,10040,4,$,40.86061,-73.92697,European,tacos mexican tortilla delicious sauce wait,12127402496
BOTICARIOS,Not Yet Graded,E 1ST ST,10003,4.5,$$,40.72382835,-73.9894077,European,drinks brunch margarita service de hour,19172617850
EL BOHIO TROPICAL,A,WESTCHESTER SQUARE,10461,3.5,$$,40.84067292,-73.84355049,Latin,chicken stew beans disappointed latin spanish,17184094442
ISLAND,A,MADISON AVENUE,10128,3.5,$$,40.78494,-73.95563,Other,service salad island seafood delicious menu,12129961200
T.G.I. FRIDAY'S,Z,EAST GUN HILL ROAD,0,2,$$,40.87168,-73.84857,American,service manager table server wait waitress,17186717920
EL MAGUEY,A,NORTHERN BLVD,11372,3.5,$$,40.7555523,-73.8840807,Latin,tacos margarita delicious drinks service xa,19295220562
LA ROSA GRILL,,RICHMOND VALLEY RD,10309,4,$$,40.52161,-74.23676,QuickMeal,chicken salad love potato called cheese,17189661555
XING WANG NO.1,Z,W BURNSIDE AVE,10453,5,,40.85421,-73.91,Chinese,chinese nice burnside ive lady added,17189605543
KFC,A,NORTHERN BLVD,11372,2,$,40.7563,-73.8802,QuickMeal,chicken kfc fried meal tender biscuit,17183359705
THE BASAC,A,NORTHERN BLVD,11358,4,$$,40.7634087,-73.807005,Asian,dog corn cheese friendly rice fried,17187628484
AYURVEDIC PLATE,A,CORTELYOU RD,11226,4,,40.6416869,-73.9629945,Asian,indian options bowl eat naan delicious,17185766335
SANBRA DOOR RESTAURANT,A,EAST TREMONT AVE,10460,5,,40.84316,-73.88628,Other,sanbra african amazing cozy defiantly door,17182943300
GENNARO RESTAURANT,A,AMSTERDAM AVENUE,10025,3.5,$$,40.79178,-73.9718,European,nice service wine waiter lobster special,12126655348
TACO KING,A,108 STREET,11375,4,$,40.7327858,-73.8493243,Other,tacos chicken mexican steak eat shrimp,17188968100
KISMET CATERERS,A,WESTCHESTER AVE,10462,4.5,,40.833766,-73.857997,American,accommodating mike nice party venue wonderful,17188285510
NEW RUAN'S RESTAURANT,A,86 STREET,11214,3.5,$$,40.605279,-73.999018,Chinese,chinese chicken broccoli dish portion eat,17182668888
ST. TROPEZ WINE BAR,,W 4TH ST,10014,4.5,$$,40.73704,-74.00386,European,wine french spot bar love service,19173883893
KINGS CARRIAGE HOUSE,A,EAST   82 STREET,10028,4,$$,40.7754843,-73.9537374,American,tea decor love service feel sandwich,12127345490
MARI VANNA,A,EAST 20 STREET,10003,4,$$$,40.73878,-73.98858,European,russian mary friendly salad buffet busy,12127771955
DC KTV,A,61 STREET,11220,1.5,$$$,40.63609,-74.01165,Asian,service bathroom friendly karaoke tip drinks,17188535888
AUTUMN ASIAN,A,FLATBUSH AVE,11238,3.5,$,40.677148,-73.9721409,Other,chicken chinese fried sauce delivery dumplings,17187890943
YAH SUH NYCE,,CHURCH AVE,11218,3.5,,40.647651,-73.968197,Latin,delicious love bland care chicken experience,16466038665
MARCHIS RESTAURANT,A,EAST   31 STREET,10016,3,$$$$,40.74314,-73.97759,European,dining marchis meal fish italian menu,12126792494
MCDONALD'S,A,6TH AVE,10011,3,$,40.737864,-73.996726,QuickMeal,mcdonalds clean xai fried kiosk machine,12124638869
MANDUCATIS RUSTICA VIG,A,VERNON BOULEVARD,11101,3.5,$$,40.74585751,-73.95287756,European,italian pizza service nice family friendly,17189371312
